E/RvCPT;EXPL;Ingles;Forma;es;gq;cu;do;pr;mx;gt;hn;sv;ni;cr;pa;co;ve;ec;pe;bo;cl;py;uy;ar
R;F123;Sembrar discordia.:: Este chico parece el mismo diablo. No hace más que (***) allá donde va.;MAKE TROUBLE;sembrar cizaña;+;+;+;+;+;+;-;+;-;+;-;-;-;+;+;-;-;+;+;+;+
R;F124;Buscar la manera de hacer frente a una situación o de solucionarla.:: No te preocupes por Antonio. Él solo puede (***).;MANAGE TO;agenciárselas;+;-;+;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F124;Buscar la manera de hacer frente a una situación o de solucionarla.:: No te preocupes por Antonio. Él solo puede (***).;MANAGE TO;apañárselas;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F124;Buscar la manera de hacer frente a una situación o de solucionarla.:: No te preocupes por Antonio. Él solo puede (***).;MANAGE TO;arreglárselas;+;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;+;-;+;+;+
R;F124;Buscar la manera de hacer frente a una situación o de solucionarla.:: No te preocupes por Antonio. Él solo puede (***).;MANAGE TO;defenderse;-;-;+;-;-;-;-;-;-;+;-;+;-;+;-;-;+;-;+;-;+
R;F124;Buscar la manera de hacer frente a una situación o de solucionarla.:: No te preocupes por Antonio. Él solo puede (***).;MANAGE TO;ingeniarselas;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+
R;F124;Buscar la manera de hacer frente a una situación o de solucionarla.:: No te preocupes por Antonio. Él solo puede (***).;MANAGE TO;salir adelante;-;-;-;-;-;+;-;+;+;+;-;+;-;+;+;+;+;-;+;-;-
R;F125;Sentir la ausencia de una persona.:: Desde que se fue nuestra hija a estudiar a la capital, la (***).;MISS;añorar;+;-;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-;-;-;-;+
R;F125;Sentir la ausencia de una persona.:: Desde que se fue nuestra hija a estudiar a la capital, la (***).;MISS;echar de menos;+;-;+;+;+;+;+;-;-;+;-;+;-;+;+;-;-;+;-;+;+
R;F125;Sentir la ausencia de una persona.:: Desde que se fue nuestra hija a estudiar a la capital, la (***).;MISS;extrañar;+;-;+;-;+;+;+;+;-;+;-;+;-;-;+;-;+;-;+;-;+
R;F125;Sentir la ausencia de una persona.:: Desde que se fue nuestra hija a estudiar a la capital, la (***).;MISS;hacerle falta;-;-;+;+;+;+;+;+;-;+;-;-;-;-;-;-;+;-;+;-;-
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no estar a la altura de;+;+;+;+;-;+;+;+;+;+;-;+;-;+;+;+;+;+;+;+;-
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no haber punto de comparación;-;-;+;-;-;+;-;+;-;+;-;+;-;+;+;+;-;+;+;-;-
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no llegarle (ni) a la suela del zapato;+;+;+;-;+;+;+;+;-;+;-;+;-;+;-;-;-;+;+;+;+
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no llegarle a la altura del zapato de (uno);+;-;+;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;+;-;-
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no llegarle a los talones;-;-;+;-;-;+;+;-;-;-;-;+;-;+;-;-;+;+;+;+;-
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no llegarle al tobillo;-;+;+;+;+;-;-;+;-;+;-;-;-;-;-;-;-;-;+;-;+
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no llegarle ni a los talones;-;-;+;+;+;+;-;-;+;+;-;+;+;+;-;+;-;+;+;-;+
R;F126;Ser muy inferior a alguien.:: ¡Cómo vas a compararlos! Carlos (***) a Ramón.;NOT BE FIT TO A CANDLE TO;no llegarle ni a los zapatos;-;-;-;-;-;+;-;+;-;-;-;+;-;+;-;-;-;-;-;+;-
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importar un comino;+;+;+;-;-;+;+;-;-;+;-;+;+;+;+;+;-;-;+;+;+
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle madre;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle ni madre;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle un ajo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle un bledo;+;+;+;-;+;+;+;+;-;-;-;+;-;-;-;-;+;+;+;+;+
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle un pepino;+;+;+;-;+;+;-;-;-;+;-;+;-;-;+;-;+;+;+;-;+
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle un pito;+;+;+;+;+;+;-;-;-;+;-;+;-;+;+;-;-;+;+;-;+
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle un rábano;+;+;-;-;-;+;-;-;-;+;-;+;-;-;-;-;-;-;+;-;+
R;F127;No importarle nada.:: Puedes hacer lo que quieras. A mí (***).;NOT TO GIVE A DAMN;no importarle verga;-;-;-;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no distinguir lo blanco de lo negro;-;-;-;-;+;-;+;-;-;+;-;+;-;-;-;-;-;+;+;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber cuál es su mano derecha;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber cuántos son cinco;-;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber dónde tiene los ojos;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber dónde tiene su mano derecha;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber hacer la 'o' con un canuto;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber la o por lo redondo ;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber nada;-;+;+;+;+;+;-;+;+;+;+;+;-;+;+;-;-;+;+;+;+
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber ni cómo se llama;-;-;+;-;-;+;+;+;+;+;-;+;-;+;-;-;-;+;+;-;+
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no saber ni donde está parado;-;-;+;+;+;+;-;+;-;+;+;+;+;-;+;+;-;+;+;-;+
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;no sabre dónde tiene la cabeza;-;-;-;-;-;+;-;+;-;+;-;+;-;+;-;-;-;-;+;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;ser bien puñeta;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F128;Ser muy ignorante.:: No sé cómo le han pedido que se encargue de guiar a sus compañeros, si (***).;NOT TO KNOW THE FIRST THING;ser un bruto;-;-;+;+;-;+;-;+;-;+;-;-;-;+;-;+;-;-;+;-;+
R;F129;Experimentar mucha vergüenza o miedo.:: Le dio tanta vergüenza cuando se equivocó que (***).;NOT TO KNOW WHICH WAY TO TURN;caérsele la cara de vergüenza;-;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;-;-;+;+;+
R;F129;Experimentar mucha vergüenza o miedo.:: Le dio tanta vergüenza cuando se equivocó que (***).;NOT TO KNOW WHICH WAY TO TURN;morir de vergüenza;+;-;+;-;+;+;+;-;+;+;+;-;-;+;+;+;+;+;+;-;-
R;F129;Experimentar mucha vergüenza o miedo.:: Le dio tanta vergüenza cuando se equivocó que (***).;NOT TO KNOW WHICH WAY TO TURN;no saber dónde meterse;+;-;+;-;-;+;+;+;-;+;-;+;-;-;+;-;+;-;+;-;+
R;F129;Experimentar mucha vergüenza o miedo.:: Le dio tanta vergüenza cuando se equivocó que (***).;NOT TO KNOW WHICH WAY TO TURN;querer que se lo trague la tierra;+;-;+;+;-;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+
R;F130;No saber nada.:: Ernesto se cree que lo sabe todo, pero en realidad (***).;NOT TO UNDERSTAND A WORD OF IT;no saber ni jota;+;+;+;+;+;+;-;+;-;+;-;+;-;-;+;-;+;-;+;+;+
R;F130;No saber nada.:: Ernesto se cree que lo sabe todo, pero en realidad (***).;NOT TO UNDERSTAND A WORD OF IT;no saber ni papa;+;-;+;+;+;+;+;+;-;+;-;-;-;+;+;-;+;-;-;-;+
R;F130;No saber nada.:: Ernesto se cree que lo sabe todo, pero en realidad (***).;NOT TO UNDERSTAND A WORD OF IT;no tener ni idea;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+
R;F130;No saber nada.:: Ernesto se cree que lo sabe todo, pero en realidad (***).;NOT TO UNDERSTAND A WORD OF IT;no tener ni puta idea;+;+;-;-;-;+;+;-;-;-;-;-;-;-;+;-;-;-;+;-;+
R;F131;Ocurrir con mucha frecuencia.:: No te preocupes por una cosa así. Problemas como ése son (***).;OCCUR VERY FREQUENTLY;cosa de todos los días;+;-;+;-;-;+;-;-;-;+;-;-;-;+;+;-;+;+;+;+;+
R;F131;Ocurrir con mucha frecuencia.:: No te preocupes por una cosa así. Problemas como ése son (***).;OCCUR VERY FREQUENTLY;de lo más normal;+;-;+;-;-;+;-;-;+;+;-;+;-;+;+;-;-;+;+;-;+
R;F131;Ocurrir con mucha frecuencia.:: No te preocupes por una cosa así. Problemas como ése son (***).;OCCUR VERY FREQUENTLY;el pan nuestro de cada día;+;-;+;+;+;+;+;+;-;+;-;+;-;+;-;-;+;-;+;+;+
R;F131;Ocurrir con mucha frecuencia.:: No te preocupes por una cosa así. Problemas como ése son (***).;OCCUR VERY FREQUENTLY;moneda corriente;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;F131;Ocurrir con mucha frecuencia.:: No te preocupes por una cosa así. Problemas como ése son (***).;OCCUR VERY FREQUENTLY;un día sí y el otro también;+;-;+;-;-;+;+;+;-;-;-;-;-;+;-;+;-;-;+;+;-
R;F132;Oponerse a alguien.:: No le hagas caso a Maribel. Si tú dices blanco, ella dirá negro. Le gusta (***).;OPPOSE;contradercirle;-;+;+;+;-;+;+;+;-;+;+;+;-;+;+;+;+;+;+;-;-
R;F132;Oponerse a alguien.:: No le hagas caso a Maribel. Si tú dices blanco, ella dirá negro. Le gusta (***).;OPPOSE;darle la contra;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+;+;+;+;+;-;-
R;F132;Oponerse a alguien.:: No le hagas caso a Maribel. Si tú dices blanco, ella dirá negro. Le gusta (***).;OPPOSE;hacerle la contra;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;+;+;-;+
R;F132;Oponerse a alguien.:: No le hagas caso a Maribel. Si tú dices blanco, ella dirá negro. Le gusta (***).;OPPOSE;llevarle la contra;-;-;+;-;-;+;-;-;-;+;-;-;-;-;+;-;+;+;+;+;+
R;F132;Oponerse a alguien.:: No le hagas caso a Maribel. Si tú dices blanco, ella dirá negro. Le gusta (***).;OPPOSE;llevarle la contraria;+;+;+;+;+;+;+;+;-;+;-;-;-;+;+;-;-;+;+;-;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;de mal en peor;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;estar salado;-;-;-;-;-;+;-;+;-;+;-;-;-;+;-;-;-;-;-;+;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;huir de las llamas para caer en las brasas;-;-;-;-;-;-;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;huir del fuego para caer en las brasas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;+
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;ir de guatemala a guatepeor;+;+;-;-;-;+;-;+;-;+;-;-;-;+;-;+;-;-;-;+;+
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;salir de guatemala y caer en guatepeor;-;+;+;+;+;+;-;+;-;+;-;+;-;+;+;-;-;+;-;+;+
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;salir de guatemala y entrar en guatepeor ;-;-;+;+;+;+;-;-;-;+;-;+;-;+;-;-;-;-;-;-;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;salir de las llamas para caer en el brasero;-;-;-;-;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;salir de Málaga y entrar en Malagón;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;salir del lodo y caer en el arroyo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F133;Andar de mal en peor.:: El pobre Juan, cada vez está peor. Creyó que se había librado por fin del problema, pero solamente fue (***).;OUT OF THE FRYING PAN AND INTO THE FIRE;saltar del sartén a las brasas;-;-;-;-;-;+;+;-;+;-;-;-;-;-;-;-;+;-;-;-;-
R;F134;No entrar o detenerse.:: Quería entrar en la pastelería, pero (***).;PASS BY WITHOUT STOPPING;pasar de largo;+;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;+;+;+;+;+
R;F134;No entrar o detenerse.:: Quería entrar en la pastelería, pero (***).;PASS BY WITHOUT STOPPING;pasar de larguito;-;-;-;-;-;-;-;+;-;+;-;-;-;+;-;-;-;-;-;-;-
R;F134;No entrar o detenerse.:: Quería entrar en la pastelería, pero (***).;PASS BY WITHOUT STOPPING;seguir de largo;-;-;+;+;-;+;+;-;-;+;-;+;-;-;+;+;+;+;+;+;+
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;aflojar el billete;-;-;-;-;-;+;+;+;-;-;-;+;-;+;-;-;-;-;-;-;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;aflojar el dinero;-;-;-;-;-;+;-;-;-;+;-;+;-;+;-;-;+;-;-;-;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;aflojar la bolsa;-;-;-;-;+;+;-;+;-;+;-;-;-;-;+;-;-;+;-;-;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;aflojar la mosca;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;botarse;-;-;-;-;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;retratarse;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;soltar el dinero;+;-;+;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;soltar la lana;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-
R;F135;Gastar dinero a disgusto.:: La avería del coche no era muy complicada, pero como era día de fiesta, no encontró otro taller y tuvo que (***).;PAY UP;soltar la mosca;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle la cama;+;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;+
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle una chingadera;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle una hijueputada;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle una jugarreta;-;+;-;+;+;+;-;-;-;+;-;+;-;-;-;-;-;-;+;-;-
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle una mala jugada;-;+;+;+;+;+;-;+;+;+;-;+;+;+;+;+;-;+;+;+;-
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle una mala pasada;+;-;-;-;-;-;+;+;-;+;-;-;-;+;+;-;+;+;+;+;+
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;hacerle una putada;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;jugarle sucio;-;+;+;+;-;+;-;+;+;-;+;+;-;+;+;+;+;+;+;+;-
R;F136;Realizar una acción injusta en daño de otro.:: Desde que Ricardo (***), ya no se hablan.;PLAY A DIRTY TRICK;jugarle una mala pasada;-;+;+;-;+;+;+;+;-;+;-;+;-;+;-;-;+;-;+;+;+
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;afinar el oído;-;+;+;+;-;+;-;-;-;+;-;-;-;-;+;-;-;-;-;-;-
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;aguzar el oído;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;aguzar los oídos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;parar la oreja;-;-;+;-;-;+;+;+;-;+;-;+;-;+;+;-;-;-;+;+;+
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;parar las antenas;-;-;-;-;-;+;-;-;-;+;-;+;-;-;+;-;-;-;+;-;+
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;parar las orejas;-;-;+;-;+;+;-;+;-;+;-;-;-;-;+;-;-;-;-;-;+
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;pelar la oreja;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;ponerse águila;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F137;Escuchar atentamente.:: Calla y (***), creo que están hablando de tu hermano Julián.;PRICK UP ONE'S EARS;ser todo oídos;+;+;?;-;+;+;+;+;-;+;-;+;-;-;-;-;+;-;+;-;+
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;dar atole con el dedo;-;-;-;-;-;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;dar gato por liebre;+;+;+;+;+;+;-;+;+;+;-;+;-;+;+;+;+;-;-;-;-
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;darla con queso;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;darle atolillo con el dedo;-;-;-;-;-;+;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;envolver en huevo;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;hacer tonto;-;-;-;-;-;+;-;-;-;+;-;-;-;-;+;-;-;+;+;-;-
R;F138;Engañar a alguien.:: Eugenio es muy astuto y (***) a cualquiera.;PULL A FAST ONE ON SOMEBODY;pasar por manteca;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F139;Arriesgarlo todo para conseguir algo.:: Juan es muy precavido y no va a (***).;PULL ALL ONE'S EGGS IN ONE BASKET;jugarse el todo por el todo;+;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;+;-;+;+;+
R;F139;Arriesgarlo todo para conseguir algo.:: Juan es muy precavido y no va a (***).;PULL ALL ONE'S EGGS IN ONE BASKET;jugarse la suerte;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+;+;+;-;+;-;-
R;F139;Arriesgarlo todo para conseguir algo.:: Juan es muy precavido y no va a (***).;PULL ALL ONE'S EGGS IN ONE BASKET;poner todos los huevos en una (sola) canasta;-;-;-;-;+;+;+;+;-;+;-;+;-;+;-;-;+;-;-;+;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;burlarse;+;+;+;+;+;+;-;-;+;+;-;+;-;+;+;+;+;+;+;+;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;curársela ;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;estar bromeando;-;+;-;-;-;+;-;-;-;-;-;-;-;+;+;-;+;-;-;-;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;hacerle guaje;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;hacerle la del tonto;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;+;-;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;mamarle el gallo;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;+;-;-;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;tomar para el churrete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;tomar para la churreta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;tomarle el pelo;+;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;+;-;+;+;+
R;F140;Burlarse de alguien con disimulo o ironía.:: No creas lo que te dice Ramón, (***).;PULL SOMEONE'S LEG;vacilar;+;-;+;-;-;+;+;-;+;+;+;-;-;+;+;-;-;-;-;-;-
